Date;MICROSOFT ;CREDIT SUISSE ASST.MAN. ;BOEING ;COCA COLA ;NIKE
12/10/1998;49.87;7.5;33.13;62.69;38.5
13/10/1998;48.22;7.56;33.38;64;38.13
14/10/1998;50.09;7.63;33.5;64.38;38.88
15/10/1998;52.72;7.75;33.94;67.5;39.94
16/10/1998;52.53;7.69;32.25;69.19;39.81
19/10/1998;51.47;7.56;34.44;68.38;39.88
20/10/1998;50.12;7.75;35.94;67.06;39.69
21/10/1998;53.22;7.56;36;67;39.31
22/10/1998;55;7.75;36.44;69.13;40.25
23/10/1998;53.19;7.75;35.69;70.25;40.25
26/10/1998;53.53;7.69;35.13;69.88;42.56
27/10/1998;52.72;7.63;35.5;68;43.44
28/10/1998;52.84;7.63;35.94;67.56;42.19
29/10/1998;53.31;7.63;36.25;67.81;42.88
30/10/1998;52.94;7.63;37.56;67.56;43.38
2/11/1998;52.91;7.75;41.31;71;43.06
3/11/1998;52.59;7.75;41.31;72.94;43.38
4/11/1998;52.75;7.69;40.94;72.13;42.75
5/11/1998;53.19;7.69;40.94;72.69;41.63
6/11/1998;54.66;7.63;41.88;72.63;46
9/11/1998;55.34;7.56;42.56;71.56;43.63
10/11/1998;56.03;7.75;41.19;72.13;44.69
11/11/1998;55.53;7.81;41.5;71.38;44.13
12/11/1998;54.37;7.81;41.44;70.56;43.81
13/11/1998;55;7.94;42.13;69.75;44.13
16/11/1998;54.41;7.75;42.75;70;43.25
17/11/1998;55.94;7.88;42.75;70.19;43.13
18/11/1998;54.87;7.88;42.81;70.94;41.38
19/11/1998;55.87;7.88;43.13;71.38;41.81
20/11/1998;56.81;7.88;43.56;72.81;42.69
23/11/1998;59.59;7.88;43.81;75.44;44.19
24/11/1998;60.84;8;42.25;73.5;42
25/11/1998;62.12;8;42.75;73.31;41.5
26/11/1998;62.12;8;42.75;73.31;41.5
27/11/1998;64.03;7.94;41.44;71.69;41
30/11/1998;61;7.94;40.63;70.06;40
1/12/1998;64.75;7.94;40.38;69.88;39.56
2/12/1998;63.37;8;33.69;69.56;39
3/12/1998;61.06;7.94;31.88;68.13;36.88
4/12/1998;63.69;7.81;32.94;69;35.94
7/12/1998;66.78;7.81;34.75;68.63;36.81
8/12/1998;65.59;7.69;34.44;68.63;38.25
9/12/1998;66.81;7.75;34.56;67.13;36.88
10/12/1998;65.78;7.69;34.06;66.06;36.5
11/12/1998;67;7.69;33.13;62.88;36
14/12/1998;63.97;7.69;33.56;63.44;38.13
15/12/1998;65.94;7.81;33.31;65.94;41.38
16/12/1998;66.87;7.88;32.13;64.88;42
17/12/1998;67.19;7.75;31.94;64.75;41.5
18/12/1998;68.91;7.75;31.75;65.56;39.69
21/12/1998;70.22;7.81;31.81;65.75;39.13
22/12/1998;69.22;7.63;31.81;67.44;39.25
23/12/1998;71.78;7.5;31.88;69.94;40.31
24/12/1998;70.87;7.5;32.25;69.44;41.31
25/12/1998;70.87;7.5;32.25;69.44;41.31
28/12/1998;71.19;7.63;32.5;68.88;39.56
29/12/1998;70.25;7.56;32.06;69.31;41.25
30/12/1998;69.5;7.63;31.81;67.81;40.56
31/12/1998;69.34;7.56;32.63;67;40.56
1/01/1999;69.34;7.56;32.63;67;40.56
4/01/1999;70.5;7.5;32.94;67.19;41.31
5/01/1999;73.25;7.63;35.25;68.56;40.69
6/01/1999;75.62;7.56;36.06;70.25;43.63
7/01/1999;75.25;7.5;35.81;69.44;42.94
8/01/1999;74.94;7.5;35.81;68;43.88
11/01/1999;73.75;7.5;35.13;66.06;44.38
12/01/1999;71.09;7.63;34.06;65.44;42
13/01/1999;71.91;7.56;33.69;65.19;42.06
14/01/1999;70.87;7.56;33.5;63.5;41.31
15/01/1999;74.87;7.69;33.69;64.81;40.44
18/01/1999;74.87;7.69;33.69;64.81;40.44
19/01/1999;77.81;7.81;33.44;64.13;39.75
20/01/1999;81.31;7.81;34.25;63.44;39.75
21/01/1999;79.16;7.75;33.38;61.56;39.44
22/01/1999;78.12;7.75;34.5;60.88;41.75
25/01/1999;80.94;7.75;36;62.94;42.31
26/01/1999;85.78;7.75;35;62.56;42.06
27/01/1999;84.31;7.88;35.13;63.94;42.06
28/01/1999;87;7.75;34.63;65.13;42.69
29/01/1999;87.5;7.81;34.69;65.31;45.5
1/02/1999;86.47;7.69;34.06;64;47.94
2/02/1999;83.81;7.69;34.19;65.25;47.06
3/02/1999;83.41;7.69;36.81;64.5;48.75
4/02/1999;79.53;7.75;36.5;63.56;47.5
5/02/1999;80;7.69;37.25;62.06;48.75
8/02/1999;82.62;7.63;36.38;61.5;51
9/02/1999;80.03;7.56;35.5;61.94;50.75
10/02/1999;80.31;7.63;35.63;63.63;49.44
11/02/1999;81.37;7.69;35.88;64.38;49.44
12/02/1999;78.87;7.69;35.56;63.88;49.69
15/02/1999;78.87;7.69;35.56;63.88;49.69
16/02/1999;78.12;7.69;35.81;64.88;50.31
17/02/1999;75;7.63;35.56;64.31;48.5
18/02/1999;72.87;7.56;35.88;64.63;48.56
19/02/1999;73.87;7.56;35.69;65.75;48.69
22/02/1999;74.41;7.69;36.25;64.44;50
23/02/1999;77.72;7.69;37.38;62.75;53.94
24/02/1999;76.44;7.5;35.63;62.81;54.06
25/02/1999;76.75;7.5;35;64.25;53.69
26/02/1999;75.06;7.5;35.63;63.88;53.44
1/03/1999;75.87;7.5;35.5;63.69;53.06
2/03/1999;74.28;7.44;34.56;62.13;52.13
3/03/1999;74.81;7.56;33.94;61.63;50.75
4/03/1999;76.12;7.5;34.88;62.94;51.25
5/03/1999;77.47;7.5;35.56;63.94;53.38
8/03/1999;79.5;7.38;34.81;64;54.63
9/03/1999;80.91;7.5;33.94;63;54.13
10/03/1999;80.69;7.38;34.19;62.88;57
11/03/1999;80.72;7.44;34.56;66.38;55.69
12/03/1999;80.09;7.44;35.13;69.44;55.81
15/03/1999;82.94;7.44;34.69;68.69;56.19
16/03/1999;84.53;7.5;36.25;68.69;56.5
17/03/1999;83.56;7.5;35.75;66.81;57.5
18/03/1999;86.22;7.44;35.13;68.25;55
19/03/1999;85.59;7.38;34;67.5;61.75
22/03/1999;86.41;7.63;34.88;67.69;58.88
23/03/1999;83.28;7.5;34.13;65.88;56.75
24/03/1999;85.62;7.5;34.31;65.38;56.38
25/03/1999;89.97;7.63;34.63;65.88;56.88
26/03/1999;89.06;7.63;34.81;65.31;56.81
29/03/1999;92.38;7.5;34.75;64.81;56.56
30/03/1999;93;7.56;34;63.25;57.31
31/03/1999;89.63;7.44;34;61.38;57.69
1/04/1999;92.69;7.44;33.94;60.94;56.19
2/04/1999;92.69;7.44;33.94;60.94;56.19
5/04/1999;94.94;7.44;34.31;60.5;58.38
6/04/1999;94.06;7.38;34.38;59.81;59
7/04/1999;93.31;7.44;34.88;58.94;58
8/04/1999;94.56;7.38;34.63;60.88;58.25
9/04/1999;94.25;7.44;35.06;60.75;59.38
12/04/1999;93;7.44;34.81;61.88;57.88
13/04/1999;90.13;7.38;34.63;63.31;56.94
14/04/1999;85.88;7.38;38;63.44;56.13
15/04/1999;88.88;7.38;41.69;64.25;59
16/04/1999;86.63;7.5;39.63;65.69;59
19/04/1999;81;7.5;39.56;64.94;59.63
20/04/1999;83.13;7.56;39.25;65.25;59.19
21/04/1999;82;7.63;40.38;67.56;61.19
22/04/1999;84.94;7.44;40.31;66.5;61.5
23/04/1999;86;7.5;40.5;66.5;61.38
26/04/1999;88;7.38;39.56;67.13;64
27/04/1999;84;7.44;39.38;69.44;62.5
28/04/1999;82.13;7.44;40.5;67.94;62.5
29/04/1999;82.06;7.44;40.38;67.81;62.38
30/04/1999;81.31;7.5;40.63;68.06;62.19
3/05/1999;79.88;7.38;43;69;62.81
4/05/1999;78.06;7.38;43.13;68.69;62.75
5/05/1999;79.13;7.31;44.13;70.5;62.5
6/05/1999;77.94;7.31;44.94;69.13;62.75
7/05/1999;79.06;7.5;45.75;67.75;63
10/05/1999;79.69;7.5;44.06;67.06;62.81
11/05/1999;79.88;8.5;43.44;66.94;65.5
12/05/1999;80.5;8.56;42.56;66.44;64.25
13/05/1999;79.13;7.38;42.81;65.75;63
14/05/1999;76.88;7.44;43;65.25;62.31
17/05/1999;79.13;7.44;42.5;67.13;62.44
18/05/1999;78.69;7.44;43.69;68.75;61.44
19/05/1999;79.31;7.44;44.38;68.44;60.19
20/05/1999;78.44;7.5;44.63;67.94;64
21/05/1999;77.56;7.56;44.94;68;64.94
24/05/1999;77.25;7.5;44.38;66.81;64.25
25/05/1999;76.25;7.44;43.06;67;61.13
26/05/1999;78.5;7.44;41.31;68.5;61.69
27/05/1999;78.38;7.5;41.31;68.13;58.94
28/05/1999;80.69;7.5;42.06;68.5;60.94
31/05/1999;80.69;7.5;42.06;68.5;60.94
1/06/1999;78.5;7.5;42.63;69.13;60.38
2/06/1999;78.44;7.56;42.19;68.63;59.25
3/06/1999;76.38;7.56;42.56;68.81;58.94
4/06/1999;79.56;7.56;43.94;69.75;60
7/06/1999;80.25;7.56;43.75;67.75;60
8/06/1999;79.38;7.56;43.81;67.75;57.88
9/06/1999;82.31;7.56;42.25;67;55.69
10/06/1999;79.88;7.44;42.81;66.13;57.75
11/06/1999;78.13;7.5;42.63;64.44;55.5
14/06/1999;77.56;7.44;41.81;64.81;56.44
15/06/1999;77.69;7.38;42.56;63.75;54.75
16/06/1999;81;7.5;42.75;63.88;56.13
17/06/1999;82.88;7.5;43.63;64.56;57
18/06/1999;85;7.56;44.63;63.44;59.38
21/06/1999;88.94;7.56;43;61.56;59.88
22/06/1999;86.5;7.56;43.25;62.63;58
23/06/1999;86;7.44;42.69;61.75;61
24/06/1999;84.63;7.44;42.81;62.63;60.31
25/06/1999;84.94;7.5;43.56;61.88;62.38
28/06/1999;86.75;7.5;43.25;61.06;63.88
29/06/1999;88;7.56;43.81;61.19;64.13
30/06/1999;90.19;7.63;44;62;63.38
1/07/1999;91.19;7.56;44.06;64.88;59.56
2/07/1999;92;7.81;44.06;64.81;56
5/07/1999;92;7.81;44.06;64.81;56
6/07/1999;89.56;7.56;43.38;63.63;55.5
7/07/1999;92.31;7.56;43.63;63;54.88
8/07/1999;92.56;7.56;44.38;63.13;53.94
9/07/1999;93.25;7.5;44.56;63.63;55.13
12/07/1999;94.19;7.63;44.69;63.06;54.75
13/07/1999;93.63;7.63;46.31;62.44;53.88
14/07/1999;94.94;7.63;47.63;61.88;54.75
15/07/1999;94.38;7.69;46.75;64;57.56
16/07/1999;99.44;7.69;46;65;59
19/07/1999;98.38;7.69;45.44;63.19;58.75
20/07/1999;93.31;7.69;45.25;62.94;58.13
21/07/1999;94.69;7.63;44.88;62.63;57.13
22/07/1999;91.06;7.69;45.88;63.13;54.25
23/07/1999;90.25;7.5;46.63;62.25;55.38
26/07/1999;87.63;7.5;45.25;63.06;55.38
27/07/1999;88.81;7.63;46.25;62.5;54
28/07/1999;90;7.56;46.44;61.38;54.5
29/07/1999;86.94;7.56;45.25;61.5;53.63
30/07/1999;85.81;7.5;45.38;60.56;52
2/08/1999;84.81;7.5;45.81;60.06;50.13
3/08/1999;84.75;7.38;47.06;60.81;49.25
4/08/1999;84.94;7.44;46.63;60.13;50.19
5/08/1999;85.75;7.38;46.25;60.88;48
6/08/1999;85.13;7.38;46.56;59.25;49.06
9/08/1999;83.81;7.31;46.69;59.75;48.94
10/08/1999;82.94;7.13;46.06;59.81;49.19
11/08/1999;84.19;7.06;46.05;59.44;50
12/08/1999;81.75;7.06;45.75;60.13;50.25
13/08/1999;84.69;7.13;45.38;59.81;51.06
16/08/1999;84.31;7.25;46.13;59.38;51.25
17/08/1999;84.56;7.25;46.5;60.13;53.81
18/08/1999;85;7.38;46.13;58.5;52.88
19/08/1999;83.81;7.19;45.19;58.06;52.63
20/08/1999;83.38;7.06;45.75;58.81;52.69
23/08/1999;86.44;7.25;45.94;58.81;52.94
24/08/1999;92.19;7.25;45.13;59.25;52.5
25/08/1999;95.31;7.25;44.31;61.31;53.25
26/08/1999;94.63;7.19;44.38;61.56;51.38
27/08/1999;93.25;7.25;43.81;62.06;50.38
30/08/1999;92.25;7.13;44.75;60.88;49.13
31/08/1999;92.56;7.13;45.31;59.81;46.75
1/09/1999;92.38;7.13;45;60;49.19
2/09/1999;91.81;7;44.94;59.5;48.94
3/09/1999;95.88;7.06;45.44;57.38;50.13
6/09/1999;95.88;7.06;45.44;57.38;50.13
7/09/1999;94.25;7;44.94;54.63;50.81
8/09/1999;92.25;6.94;44.56;55.25;54.31
9/09/1999;94.06;6.94;45.13;55;57.25
10/09/1999;95;6.94;45.25;55.13;56.13
13/09/1999;93.88;6.69;44.81;55.38;56
14/09/1999;95.06;6.69;44.56;54.75;54.81
15/09/1999;92.63;6.56;44.44;54.06;54.31
16/09/1999;94;6.63;43.94;54.06;54.75
17/09/1999;96.44;6.56;43.63;54;53.38
20/09/1999;97.56;6.56;42.88;54.25;53.94
21/09/1999;94.63;6.5;42.75;53.75;52.5
22/09/1999;96.06;6.38;43.5;52.44;52.25
23/09/1999;91.19;6.5;42.75;50.94;52.06
24/09/1999;90.94;6.38;42.06;51.13;53.81
27/09/1999;91.44;6.5;41.69;51;56.38
28/09/1999;92.13;6.5;41.88;50.75;56.63
29/09/1999;89.5;6.5;42.19;48.88;56.5
30/09/1999;90.56;6.5;42.63;48.25;56.88
1/10/1999;89.98;6.63;42.88;49.06;57.56
4/10/1999;92.56;6.56;43.69;47.56;58.75
5/10/1999;91.81;6.38;43.81;47.94;58.5
6/10/1999;93.69;6.38;43.44;51.94;58.5
7/10/1999;93.75;6.38;42.75;52;58.13
8/10/1999;94.94;6.38;42;53.06;57.13
11/10/1999;94.31;6.5;41.94;52.38;58.56
12/10/1999;92.56;6.31;39.63;50.56;57.31
13/10/1999;91.06;6.19;40.5;49.69;55.56
14/10/1999;90.69;6.38;43.63;50.56;56.25
15/10/1999;88.06;6.13;42.5;49.94;54.69
18/10/1999;87.88;6.13;42.13;51;53.69
19/10/1999;86.31;6.19;42.75;52.81;54.13
20/10/1999;92.25;6.31;44.13;52.75;55.38
21/10/1999;93.06;6.31;44.69;54.31;55.81
22/10/1999;92.69;6.31;44.63;55.25;55.13
25/10/1999;92.44;6.31;44.19;56.31;56.19
26/10/1999;92.38;6.31;44.88;55.5;57.44
27/10/1999;90.88;6.25;44.88;56.94;57.81
28/10/1999;89.88;6.25;45.75;58.81;55.94
29/10/1999;92.56;6.31;46.06;59;56
1/11/1999;92.38;6.31;44.63;59;56.31
2/11/1999;92.56;6.25;43.38;57.38;52.5
3/11/1999;92;6.38;43.25;56.88;50.19
4/11/1999;91.75;6.31;43.38;56.69;50.38
5/11/1999;91.56;6.38;44.31;58.13;47.94
8/11/1999;89.94;6.25;44.19;58.81;46.88
9/11/1999;88.88;6.25;41.44;57.88;47.44
10/11/1999;87.13;6.25;41.75;57.88;47
11/11/1999;89.63;6.25;41.13;56.75;46.13
12/11/1999;89.19;6.31;41.31;57.5;46.13
15/11/1999;87;6.31;40.13;58.25;47.31
16/11/1999;87.31;6.38;41.38;59.25;44.31
17/11/1999;85;6.38;42.56;59.94;44.25
18/11/1999;84.94;6.25;43.19;60.44;47
19/11/1999;86;6.25;43.69;60.5;49.25
22/11/1999;89.81;6.13;41.88;65.38;48.69
23/11/1999;89.63;6.13;41.75;66.63;47.38
24/11/1999;91.69;6.25;41.06;67.94;46.56
25/11/1999;91.69;6.25;41.06;67.94;46.56
26/11/1999;91.13;6.13;41.06;66.56;47
29/11/1999;90.19;6.06;40.88;67;46.38
30/11/1999;91.05;6.13;40.63;67.19;46
1/12/1999;93.19;6.13;41.5;68.19;47
2/12/1999;94.81;6.06;40.13;67.69;44.63
3/12/1999;96.13;6;40.38;68.31;46.38
6/12/1999;95.44;6;38.56;63.94;47.06
7/12/1999;93;6;37.94;60;46.44
8/12/1999;91.75;5.94;37.25;60;45
9/12/1999;92.75;5.88;37.81;62.13;45.75
10/12/1999;93.88;5.81;39.13;63.25;43.88
13/12/1999;96.63;5.75;38.19;61.5;42.38
14/12/1999;98.69;5.69;38.5;61.25;40.19
15/12/1999;108.44;5.88;38.75;59.88;41.88
16/12/1999;113.69;5.88;39.69;58.5;46
17/12/1999;115.25;5.94;38.31;59.75;52.44
20/12/1999;112.75;5.88;38.81;60.25;51.19
21/12/1999;115.88;5.81;38.69;58.44;49.13
22/12/1999;117.56;5.81;39.38;58.5;49.5
23/12/1999;117.44;5.69;41.19;59.25;51.88
24/12/1999;117.44;5.69;41.19;59.25;51.88
27/12/1999;119.13;5.75;41.44;59.5;49.69
28/12/1999;117.5;5.75;41.31;59.56;50
29/12/1999;117.94;5.69;41.31;58.94;49.81
30/12/1999;117.63;5.75;41.25;58.44;49.19
31/12/1999;116.75;6.06;41.44;58.25;49.56
3/01/2000;116.56;6;40.56;56.38;48.13
4/01/2000;112.63;6;40.13;55.88;45.5
5/01/2000;113.81;6.19;42.63;56.94;48.13
6/01/2000;110;6.19;43.06;57;47.88
7/01/2000;111.44;6.19;44.31;60.75;47.88
10/01/2000;112.25;6.25;43.69;58.81;48.69
11/01/2000;109.38;6.19;42.88;60.81;51.13
12/01/2000;105.81;6;43.06;61.5;49.38
13/01/2000;107.81;5.94;42.38;60.56;50
14/01/2000;112.25;6.06;44;61.06;51.31
17/01/2000;112.25;6.06;44;61.06;51.31
18/01/2000;115.31;6.19;45;65;50.63
19/01/2000;107;6.13;47.63;65.25;52.81
20/01/2000;106;6.13;46.5;65.88;51.56
21/01/2000;103.75;6.19;45.69;66.88;50.69
24/01/2000;101.25;6.19;44.31;64.88;49.69
25/01/2000;102.81;6.25;45.69;65.88;48.88
26/01/2000;99.38;6.31;46.19;63.06;49.5
27/01/2000;98.75;6.31;45.06;59.5;47.25
28/01/2000;98.25;6.31;44.63;56.94;46.88
31/01/2000;97.88;6.44;44.5;57.44;45.5
1/02/2000;102.94;6.5;43.75;58.13;46.69
2/02/2000;100.81;6.56;44.63;56.38;47.44
3/02/2000;103.63;6.25;43.44;55.25;47.88
4/02/2000;106.56;6.19;44;56.25;46.69
7/02/2000;106.63;6.13;41.81;56.88;45.25
8/02/2000;109.94;6.06;41;57.19;36.88
9/02/2000;104;6.13;39;57;33.75
10/02/2000;106;6.06;39.75;56.69;33.69
11/02/2000;99.94;6.06;39.88;55.56;34
14/02/2000;99.63;6.25;38.25;54.25;32.31
15/02/2000;98.56;6.31;38.5;55.69;30.44
16/02/2000;97.63;6.44;37.25;53.75;29.56
17/02/2000;99.63;6.31;37.5;52.31;29
18/02/2000;95.06;6.19;36;51.38;28
21/02/2000;95.06;6.19;36;51.38;28
22/02/2000;93.81;6.25;38.88;51.75;28.25
23/02/2000;94.25;6.25;37.13;51.25;28.06
24/02/2000;94.75;6.19;36.56;49.81;27.06
25/02/2000;91.31;6.19;37.81;48.69;26.56
28/02/2000;91.56;6.25;37;49.31;27.88
29/02/2000;89.38;6.38;36.94;48.63;28.44
1/03/2000;90.81;6.19;36.31;51;28.13
2/03/2000;93.38;6.06;35.94;49.63;29.44
3/03/2000;96.13;6;35.94;50.13;29.38
6/03/2000;90.63;6;35.13;49;28.5
7/03/2000;92.88;5.94;34.75;47.56;27.88
8/03/2000;95.56;5.94;33.38;47.5;27.25
9/03/2000;100;5.88;33.75;46.63;26.75
10/03/2000;101;5.75;32.38;45.5;26.88
13/03/2000;98;5.75;32.63;43.75;28.75
14/03/2000;95.13;5.81;33.06;43.38;28.88
15/03/2000;95.38;5.94;34.88;47.56;33
16/03/2000;95.38;6;35.63;49.75;35.88
17/03/2000;99.38;5.88;37.19;49.13;32.13
20/03/2000;97.38;5.94;37;48.56;33
21/03/2000;102.75;5.88;36.56;49.44;33.13
22/03/2000;103.25;5.94;36.25;47.06;33.75
23/03/2000;111.88;5.81;35.13;47;34
24/03/2000;111.69;5.94;36;47;33.88
27/03/2000;104.06;5.94;37.13;45.25;35.94
28/03/2000;104.31;6.13;38;44.88;36.81
29/03/2000;107.19;6.13;37.88;46.88;39
30/03/2000;103.38;6.06;38.63;48.56;38.69
31/03/2000;106.25;6.06;37.81;46.94;39.63
3/04/2000;90.88;6;37.19;49.31;40
4/04/2000;88.56;5.81;37.31;52.38;38.94
5/04/2000;86.38;5.88;36.06;47.63;39.19
6/04/2000;86;5.81;36.13;45.75;41.56
7/04/2000;89.06;5.88;35.69;46.19;42.94
10/04/2000;86.06;5.88;35.06;45;43
11/04/2000;83.88;5.94;35.69;47.75;45.13
12/04/2000;79.38;6;37.63;48.5;44.44
13/04/2000;79.25;5.94;37;47.25;43.94
14/04/2000;74.13;5.94;35.38;47;42.63
17/04/2000;75.88;5.88;35.31;48.5;42
18/04/2000;80.56;5.88;34.75;47.69;42.38
19/04/2000;78.69;5.88;37.25;49.19;44.06
20/04/2000;78.94;5.94;40.06;49.44;43.94
21/04/2000;78.94;5.94;40.06;49.44;43.94
24/04/2000;66.63;5.94;37.88;49.63;43.19
25/04/2000;69.38;5.88;39;50.5;45.63
26/04/2000;68;5.94;39.94;49.44;43.88
27/04/2000;69.81;5.94;39.81;48.25;43.31
28/04/2000;69.75;5.88;39.69;47.25;43.44
1/05/2000;73.44;5.88;39.06;46.25;46.56
2/05/2000;69.88;5.94;37.94;46.25;45.25
3/05/2000;70.56;5.88;37.31;48.5;42.38
4/05/2000;70.44;5.81;38.19;48.5;42.75
5/05/2000;71.13;5.81;39.5;47.06;42.75
8/05/2000;69.81;5.81;38.25;48.5;43.06
9/05/2000;67.81;5.81;38.31;50.5;43.19
10/05/2000;66.19;5.75;36.88;52.81;42.25
11/05/2000;67.88;5.81;37.31;53.56;42.69
12/05/2000;68.81;5.88;37.19;52.25;42.81
15/05/2000;69.38;5.88;37.19;51.88;44.13
16/05/2000;69.5;5.94;37.38;48.94;44.19
17/05/2000;67.69;6;37.38;48.25;41.31
18/05/2000;66.19;6;37.63;49.44;40.75
19/05/2000;65.06;6;36.94;50.06;40
22/05/2000;64.19;6;36.56;50.69;39.63
23/05/2000;63.19;6;37.13;50;41.31
24/05/2000;65.56;6;38.88;52.69;43.5
25/05/2000;61.5;6;38.38;52.69;43.38
26/05/2000;61.44;6;38.25;54.56;43.56
29/05/2000;61.44;6;38.25;54.56;43.56
30/05/2000;63.38;6.06;39.56;53.88;44.25
31/05/2000;62.56;6.13;39.06;53.38;42.88
1/06/2000;64.56;6.19;39.69;53.25;43.25
2/06/2000;66.31;6.25;39.88;52.56;44.25
5/06/2000;66.88;6.25;38.94;52;44.19
6/06/2000;69.63;6.38;39.88;51.63;42
7/06/2000;70.5;6.38;38.56;53;43.94
8/06/2000;68.81;6.44;38.19;52.81;42.94
9/06/2000;68.81;6.5;39.19;52.31;41.56
12/06/2000;66.88;6.38;38.13;52.63;40.44
13/06/2000;67.88;6.31;38.81;53.5;39
14/06/2000;70.5;6.44;38.81;53;39.5
15/06/2000;72.38;6.44;40.13;55.88;38.31
16/06/2000;72.56;6.38;39.25;55.5;37.25
19/06/2000;73.69;6.44;39;54.38;36.5
20/06/2000;74.94;6.38;39.56;52.94;35.69
21/06/2000;80.69;6.44;39.81;53.5;35.56
22/06/2000;79.88;6.44;38.94;56.06;35.19
23/06/2000;77.69;6.38;39.88;57.88;37.06
26/06/2000;79.5;6.38;39.75;59.25;39
27/06/2000;78.81;6.38;40;57.81;39.94
28/06/2000;78.94;6.38;40.5;60;39.06
29/06/2000;77.19;6.38;40.94;58.81;39.56
30/06/2000;80;6.31;41.81;57.44;39.81
3/07/2000;80;6.25;41.81;58.38;40.31
4/07/2000;80;6.25;41.81;58.38;40.31
5/07/2000;78.5;6.31;42.94;58.75;40.25
6/07/2000;80.94;6.44;43;58.94;40.5
7/07/2000;82;6.38;43.75;58.75;42.06
10/07/2000;79.44;6.38;43;57.56;41.69
11/07/2000;79.13;6.44;44.13;56.19;43.06
12/07/2000;80.31;6.44;43.88;56.31;42.44
13/07/2000;79.94;6.5;44.56;57.94;43.94
14/07/2000;78.94;6.56;44.44;57.81;43.88
17/07/2000;78.19;6.63;44;57.38;45.25
18/07/2000;78.5;6.56;45.13;58.19;44.94
19/07/2000;73.13;6.63;45.88;60.5;44.06
20/07/2000;74.81;6.63;46.06;60.44;44.63
21/07/2000;72.31;6.63;47;60.69;44.69
24/07/2000;70.56;6.63;48.13;59.19;45.94
25/07/2000;69;6.63;49.63;59.25;46.44
26/07/2000;67.81;6.69;48;58.81;47.06
27/07/2000;69.38;6.81;48.25;60.44;46
28/07/2000;69.69;6.75;48.81;62.69;44.13
31/07/2000;69.81;6.75;49;61.31;43.75
1/08/2000;68.69;6.75;48.88;63.13;44.5
2/08/2000;69.38;6.94;49.88;62.94;45.63
3/08/2000;70.25;6.88;49;62.69;46
4/08/2000;69.13;6.94;49;62.25;46
7/08/2000;70;6.88;48.75;61.31;45.75
8/08/2000;74.13;6.63;48.56;60.94;48
9/08/2000;74.25;6.56;47.56;59.81;48
10/08/2000;72.63;6.69;48.56;61;46.69
11/08/2000;72.44;6.75;49.63;62.25;46.88
14/08/2000;72.19;6.81;49.5;63.06;47.56
15/08/2000;71.63;6.88;47.38;61.88;46.81
16/08/2000;71;6.94;46.44;60.69;47.25
17/08/2000;71.56;6.94;45.88;59.69;47.75
18/08/2000;71;7;45.63;59.94;47.69
21/08/2000;70.63;6.81;47.75;59.81;46.88
22/08/2000;71.25;6.81;49.31;58.88;41.94
23/08/2000;70.75;6.81;50.56;58.88;40.25
24/08/2000;71.13;6.81;53.63;57.94;41.38
25/08/2000;70.63;6.81;54.25;56;42.5
28/08/2000;71.31;6.75;53.44;57;40.69
29/08/2000;70.94;6.69;52.31;56.31;42
30/08/2000;70;6.69;52.5;54.19;41.44
31/08/2000;69.81;6.63;53.63;52.63;39.56
1/09/2000;70.19;6.5;54.75;54.25;40.88
4/09/2000;70.19;6.5;54.75;54.25;40.88
5/09/2000;70.13;6.63;55.44;55.94;41.69
6/09/2000;69.44;6.5;57.88;54.31;39.88
7/09/2000;70.06;6.63;59.44;54;38.63
8/09/2000;69.31;6.5;58.13;54.56;39.13
11/09/2000;68.81;6.5;58.88;53;36.63
12/09/2000;68.13;6.5;59.25;53.69;39.38
13/09/2000;68.25;6.5;59.38;52.75;38.63
14/09/2000;65.81;6.5;58.38;51;38
15/09/2000;64.19;6.56;56.88;50.69;36.13
18/09/2000;63;6.56;56.94;53.13;37.88
19/09/2000;65;6.5;56.75;52.69;38.31
20/09/2000;64.25;6.5;59.63;49.88;37.88
21/09/2000;64.19;6.5;60.13;49.5;38.75
22/09/2000;63.25;6.5;64;52.75;39.56
25/09/2000;61.25;6.56;63.88;53.94;40.19
26/09/2000;62.69;6.5;66.13;55;40.06
27/09/2000;60.63;6.5;64.56;55.63;39.88
28/09/2000;61.31;6.63;64.63;55.44;40.13
29/09/2000;60.31;6.63;63;55.13;40.06
2/10/2000;59.13;6.56;58.44;57;40
3/10/2000;56.56;6.5;59.88;56.31;41.5
4/10/2000;55.44;6.56;61.13;57.25;40.69
5/10/2000;55.38;6.63;61.06;59.13;43
6/10/2000;55.56;6.5;61;58.44;39.69
9/10/2000;54.19;6.44;59.44;57.81;39
10/10/2000;54.56;6.31;59.56;58.19;39.69
11/10/2000;55.75;6.31;60.19;58.56;38.94
12/10/2000;54.38;6.13;56.13;57.25;38.38
13/10/2000;53.75;6.19;58.75;57.19;38.5
16/10/2000;50.38;6.19;60.19;58.63;39.44
17/10/2000;50.44;6.13;60.5;57.94;38
18/10/2000;51.75;6.13;60.75;58.19;37.75
19/10/2000;61.88;6.13;58.44;57.13;38.38
20/10/2000;65.19;6.31;60;54.81;37.13
23/10/2000;62.13;6.38;61.25;55.31;36.38
24/10/2000;61.5;6.38;61;56.13;37.06
25/10/2000;61.25;6.38;62.56;57.94;37.38
26/10/2000;64.44;6.38;63.06;58.69;39.19
